,actions,assets,dates
40467,-1,CATB,2016-08-11
40468,0,RECN,2016-08-11
40469,0,AZPN,2016-08-11
40470,0,PTC,2016-08-11
40471,0,FSBK,2016-08-11
40472,1,DMTX,2016-08-11
40473,0,PFE,2016-08-11
40474,0,FOSL,2016-08-11
40475,-1,PTX,2016-08-11
40476,-1,GPIC,2016-08-11
40477,-1,CNFR,2016-08-11
40478,1,KORS,2016-08-11
40479,-1,GWRS,2016-08-11
40480,-1,KONA,2016-08-12
40481,1,NSEC,2016-08-12
40482,0,MPB,2016-08-12
40483,0,AAME,2016-08-12
40484,0,BLL,2016-08-12
40485,-1,AVXS,2016-08-12
40486,0,CAH,2016-08-12
40487,0,ITRI,2016-08-12
40488,1,ICBK,2016-08-12
40489,0,CZWI,2016-08-12
40490,0,UNAM,2016-08-12
40491,1,RCMT,2016-08-12
40492,1,CORI,2016-08-12
40493,-1,EBIO,2016-08-12
40494,-1,LSBK,2016-08-12
40495,1,IDSY,2016-08-12
40496,0,COKE,2016-08-12
40497,0,SBBX,2016-08-12
40498,-1,PGLC,2016-08-12
40499,1,SRCL,2016-08-12
40500,1,SAEX,2016-08-12
40501,0,UNAM,2016-08-12
40502,0,MGYR,2016-08-12
40503,0,GM,2016-08-12
40504,-1,ISSC,2016-08-12
40505,-1,VIRT,2016-08-12
40506,1,BVSN,2016-08-12
40507,0,NWS,2016-08-12
40508,-1,PCTY,2016-08-12
40509,0,MXIM,2016-08-12
40510,0,TRCB,2016-08-12
40511,-1,XBIT,2016-08-12
40512,-1,ABTX,2016-08-12
40513,-1,SYNC,2016-08-15
40514,0,FBMS,2016-08-15
40515,-1,HPJ,2016-08-15
40516,-1,STDY,2016-08-15
40517,-1,DXPE,2016-08-15
40518,-1,IIN,2016-08-15
40519,0,ACFC,2016-08-15
40520,0,LWAY,2016-08-15
40521,-1,ARGS,2016-08-15
40522,-1,ONS,2016-08-15
40523,0,ATLC,2016-08-15
40524,0,NYNY,2016-08-15
40525,1,PYDS,2016-08-15
40526,0,PNBK,2016-08-15
40527,-1,DCTH,2016-08-15
40528,-1,FSAM,2016-08-15
40529,-1,RTK,2016-08-15
40530,-1,TLF,2016-08-15
40531,-1,CIDM,2016-08-15
40532,-1,UPLD,2016-08-15
40533,1,JAGX,2016-08-15
40534,0,CSWI,2016-08-15
40535,1,PFIN,2016-08-15
40536,-1,ALRM,2016-08-15
40537,0,INWK,2016-08-15
40538,1,SNFCA,2016-08-15
40539,-1,MARA,2016-08-15
40540,0,MRCY,2016-08-16
40541,0,ARKR,2016-08-16
40542,0,CLX,2016-08-16
40543,-1,WLFC,2016-08-16
40544,0,LWAY,2016-08-17
40545,-1,SYPR,2016-08-17
40546,0,SPLS,2016-08-17
40547,-1,LRCX,2016-08-17
40548,1,DAVE,2016-08-17
40549,0,ADI,2016-08-17
40550,1,COTY,2016-08-18
40551,-1,IMMU,2016-08-18
40552,-1,XGTI,2016-08-18
40553,0,VAR,2016-08-18
40554,1,SPTN,2016-08-18
40555,-1,OSIS,2016-08-19
40556,-1,SPWH,2016-08-19
40557,-1,CSPI,2016-08-19
40558,0,COH,2016-08-19
40559,-1,ARRY,2016-08-19
40560,-1,QNST,2016-08-19
40561,-1,TUES,2016-08-19
40562,0,BRID,2016-08-19
40563,-1,TNAV,2016-08-22
40564,-1,SNPS,2016-08-22
40565,-1,CDNA,2016-08-22
40566,-1,CBAK,2016-08-22
40567,0,UBNT,2016-08-22
40568,-1,SMRT,2016-08-23
40569,0,HD,2016-08-23
40570,0,NVDA,2016-08-23
40571,0,TGT,2016-08-24
40572,0,EL,2016-08-24
40573,-1,LANC,2016-08-24
40574,0,JBSS,2016-08-24
40575,0,FLXS,2016-08-24
40576,-1,ARAY,2016-08-24
40577,0,CREE,2016-08-25
40578,-1,BOFI,2016-08-25
40579,-1,ULTA,2016-08-25
40580,-1,AMAT,2016-08-25
40581,0,DG,2016-08-25
40582,-1,IMGN,2016-08-25
40583,1,SHLD,2016-08-25
40584,-1,LNTH,2016-08-25
40585,0,AAP,2016-08-25
40586,-1,CSII,2016-08-25
40587,1,SAFM,2016-08-25
40588,0,UEPS,2016-08-25
40589,0,TIF,2016-08-25
40590,-1,DEST,2016-08-25
40591,0,PH,2016-08-26
40592,-1,PINC,2016-08-26
40593,-1,OCLR,2016-08-26
40594,0,IIVI,2016-08-26
40595,1,MIK,2016-08-26
40596,0,DGAS,2016-08-26
40597,-1,ACET,2016-08-26
40598,0,SYNA,2016-08-26
40599,0,AOSL,2016-08-26
40600,0,SMCI,2016-08-26
40601,0,TJX,2016-08-26
40602,-1,EXA,2016-08-29
40603,0,JKHY,2016-08-29
40604,-1,CTRN,2016-08-29
40605,-1,WDC,2016-08-29
40606,-1,EPAY,2016-08-29
40607,0,SCSC,2016-08-29
40608,0,TECH,2016-08-29
40609,0,PAHC,2016-08-29
40610,0,PSEC,2016-08-29
40611,0,HRS,2016-08-29
40612,0,CSGS,2016-08-29
40613,-1,TIVO,2016-08-29
40614,1,SJM,2016-08-30
40615,1,SKIS,2016-08-30
40616,0,CCUR,2016-08-30
40617,-1,AMWD,2016-08-30
40618,0,SYY,2016-08-30
40619,-1,CLCT,2016-08-30
40620,1,JWN,2016-08-30
40621,-1,ADSK,2016-08-30
40622,0,AVAV,2016-08-31
40623,1,PLCE,2016-08-31
40624,1,SMRT,2016-08-31
40625,-1,TECD,2016-08-31
40626,1,SIG,2016-08-31
40627,0,SMTC,2016-08-31
40628,0,WMT,2016-08-31
40629,0,BOBE,2016-08-31
40630,1,HRB,2016-09-01
40631,-1,MTRX,2016-09-01
40632,1,LULU,2016-09-01
40633,0,INTU,2016-09-01
40634,-1,CRM,2016-09-01
40635,0,PVH,2016-09-01
40636,-1,FIVE,2016-09-01
40637,1,GIII,2016-09-01
40638,-1,MNTA,2016-09-01
40639,1,TITN,2016-09-01
40640,0,DE,2016-09-01
40641,0,HPQ,2016-09-01
40642,0,MMSI,2016-09-02
40643,1,TAX,2016-09-02
40644,0,LOW,2016-09-02
40645,-1,NVET,2016-09-02
40646,-1,DAKT,2016-09-02
40647,-1,BRCD,2016-09-02
40648,0,PLAB,2016-09-02
40649,1,PERY,2016-09-02
40650,-1,LITE,2016-09-02
40651,1,GPS,2016-09-02
40652,0,KSS,2016-09-02
40653,0,HRL,2016-09-02
40654,0,NTAP,2016-09-02
40655,-1,ITRI,2016-09-02
40656,0,BBY,2016-09-02
40657,0,DLTR,2016-09-02
40658,-1,ALOT,2016-09-13
40659,-1,NAUH,2016-09-13
40660,1,USAT,2016-09-13
40661,-1,PSDV,2016-09-13
40662,-1,KEQU,2016-09-13
40663,0,ORIT,2016-09-13
40664,0,NBN,2016-09-13
40665,0,SMBC,2016-09-13
40666,1,TWIN,2016-09-13
40667,0,HTBI,2016-09-13
40668,0,RFIL,2016-09-14
40669,1,FEIM,2016-09-14
40670,-1,DRAM,2016-09-14
40671,0,LAKE,2016-09-14
40672,-1,FARM,2016-09-14
40673,-1,VIRC,2016-09-14
40674,0,WVFC,2016-09-15
40675,0,FLWS,2016-09-16
40676,1,NAII,2016-09-19
40677,-1,ASNA,2016-09-19
40678,1,ORCL,2016-09-19
40679,0,KR,2016-09-20
40680,0,FDX,2016-09-21
40681,0,GIS,2016-09-21
40682,0,CPB,2016-09-22
40683,1,AMRK,2016-09-23
40684,1,SCHL,2016-09-23
40685,0,FINL,2016-09-23
40686,0,CBRL,2016-09-26
40687,0,CALM,2016-09-26
40688,0,UCBA,2016-09-27
40689,1,ALOG,2016-09-27
40690,1,LCUT,2016-09-27
40691,0,CFNB,2016-09-27
40692,-1,ADBE,2016-09-27
40693,-1,EGLT,2016-09-28
40694,0,DLR,2016-09-28
40695,1,AMRK,2016-09-28
40696,-1,CPRT,2016-09-28
40697,0,KFFB,2016-09-28
40698,0,UNFI,2016-09-28
40699,0,CAMP,2016-09-29
40700,-1,LNDC,2016-09-29
40701,1,BSET,2016-09-29
40702,0,PEP,2016-09-29
40703,0,PAYX,2016-09-30
40704,-1,NEOG,2016-09-30
40705,1,NAUH,2016-09-30
40706,1,CCL,2016-09-30
40707,0,CLX,2016-09-30
40708,0,FRME,2016-09-30
40709,1,EXEL,2016-09-30
40710,1,CAFD,2016-10-03
40711,-1,IMMU,2016-10-04
40712,1,MKC,2016-10-04
40713,0,CAG,2016-10-04
40714,0,LEN,2016-10-04
40715,0,CCL,2016-10-05
40716,0,STZ,2016-10-05
40717,0,GPN,2016-10-05
40718,0,DRI,2016-10-05
40719,-1,BBBY,2016-10-05
40720,0,ANGO,2016-10-05
40721,0,ISCA,2016-10-06
40722,0,RHT,2016-10-06
40723,-1,KMX,2016-10-06
40724,0,RECN,2016-10-06
40725,0,EMMS,2016-10-06
40726,1,CMTL,2016-10-06
40727,0,APOG,2016-10-06
40728,-1,RELL,2016-10-06
40729,-1,GRIF,2016-10-07
40730,-1,PRGS,2016-10-07
40731,1,FBMS,2016-10-11
40732,1,VOXX,2016-10-11
40733,-1,FBMS,2016-10-11
40734,0,NKE,2016-10-11
40735,-1,FBMS,2016-10-11
40736,0,CTAS,2016-10-11
40737,0,YUM,2016-10-11
40738,1,HELE,2016-10-11
40739,0,VLGEA,2016-10-12
40740,0,COST,2016-10-12
40741,0,CSX,2016-10-12
40742,0,MLHR,2016-10-12
40743,0,DAL,2016-10-13
40744,0,DFRG,2016-10-14
40745,1,EDUC,2016-10-14
40746,1,MLNK,2016-10-14
40747,1,FAST,2016-10-14
40748,1,UAL,2016-10-17
40749,1,KSU,2016-10-18
40750,0,WINA,2016-10-18
40751,0,CREE,2016-10-19
40752,-1,HAWK,2016-10-19
40753,0,MON,2016-10-19
40754,0,OMC,2016-10-19
40755,1,URI,2016-10-19
40756,0,DOV,2016-10-19
40757,1,URI,2016-10-19
40758,0,SLM,2016-10-19
40759,0,INCR,2016-10-19
40760,0,ISRG,2016-10-19
40761,0,RAI,2016-10-19
40762,-1,HCCI,2016-10-20
40763,-1,EBAY,2016-10-20
40764,0,LAWS,2016-10-20
40765,0,PSEC,2016-10-20
40766,1,SWN,2016-10-20
40767,0,KLAC,2016-10-20
40768,0,PHM,2016-10-20
40769,0,DHR,2016-10-20
40770,0,UNP,2016-10-20
40771,-1,NFLX,2016-10-20
40772,1,HA,2016-10-20
40773,0,MSFT,2016-10-20
40774,0,TRV,2016-10-20
40775,-1,TCBI,2016-10-20
40776,1,ATHN,2016-10-20
40777,0,SRCE,2016-10-20
40778,-1,AAL,2016-10-20
40779,0,PPG,2016-10-21
40780,0,COST,2016-10-21
40781,0,SEIC,2016-10-21
40782,-1,MANH,2016-10-21
40783,0,MXIM,2016-10-21
40784,-1,KMI,2016-10-21
40785,0,HON,2016-10-21
40786,-1,HCCI,2016-10-21
40787,0,DGX,2016-10-21
40788,1,MCO,2016-10-24
40789,0,CDNS,2016-10-24
40790,0,BBT,2016-10-24
40791,0,AZO,2016-10-24
40792,1,WDFC,2016-10-24
40793,-1,LECO,2016-10-24
40794,0,TMUS,2016-10-24
40795,0,KMB,2016-10-24
40796,0,CPLA,2016-10-25
40797,0,SIR,2016-10-25
40798,0,PNR,2016-10-25
40799,0,BHI,2016-10-25
40800,0,PG,2016-10-25
40801,1,FLXS,2016-10-25
40802,1,ESRX,2016-10-25
40803,0,EFSC,2016-10-25
40804,-1,AGTC,2016-10-25
40805,-1,MNOV,2016-10-25
40806,0,NLSN,2016-10-25
40807,-1,GM,2016-10-25
40808,-1,PYPL,2016-10-25
40809,0,AXP,2016-10-25
40810,-1,WHR,2016-10-25
40811,-1,SAVE,2016-10-25
40812,-1,CETV,2016-10-25
40813,0,DD,2016-10-25
40814,-1,LRCX,2016-10-25
40815,1,MINI,2016-10-25
40816,0,PCH,2016-10-25
40817,0,MAS,2016-10-25
40818,-1,KALU,2016-10-25
40819,-1,SCHN,2016-10-25
40820,0,PM,2016-10-25
40821,0,CINF,2016-10-25
40822,0,FFIN,2016-10-25
40823,0,CNC,2016-10-25
40824,1,RRC,2016-10-25
40825,0,MDLZ,2016-10-26
40826,-1,CMG,2016-10-26
40827,1,HSII,2016-10-26
40828,0,BCR,2016-10-26
40829,0,UDR,2016-10-26
40830,1,AIMC,2016-10-26
40831,0,BA,2016-10-26
40832,0,DTE,2016-10-26
40833,1,MMLP,2016-10-26
40834,-1,SLAB,2016-10-26
40835,0,NOC,2016-10-26
40836,0,DHIL,2016-10-26
40837,1,NEM,2016-10-26
40838,1,PNRA,2016-10-26
40839,0,WYN,2016-10-26
40840,0,O,2016-10-26
40841,0,IR,2016-10-26
40842,0,GRMN,2016-10-26
40843,0,SLB,2016-10-26
40844,0,VZ,2016-10-26
40845,0,NTRS,2016-10-26
40846,-1,VSEC,2016-10-26
40847,0,WM,2016-10-26
40848,-1,CLUB,2016-10-26
40849,0,EXC,2016-10-26
40850,-1,BIIB,2016-10-26
40851,1,SHLM,2016-10-26
40852,0,AAPL,2016-10-26
40853,0,CMCSA,2016-10-26
40854,0,FWRD,2016-10-26
40855,-1,NUVA,2016-10-26
40856,0,BFIN,2016-10-26
40857,1,SHW,2016-10-26
40858,1,DORM,2016-10-26
40859,0,ENTG,2016-10-26
40860,-1,AMD,2016-10-26
40861,0,GD,2016-10-26
40862,0,NSC,2016-10-26
40863,-1,PTIE,2016-10-26
40864,1,STLY,2016-10-26
40865,0,IPG,2016-10-27
40866,-1,MSTR,2016-10-27
40867,0,F,2016-10-27
40868,0,PEBO,2016-10-27
40869,0,HIG,2016-10-27
40870,0,VSEC,2016-10-27
40871,-1,AWRE,2016-10-27
40872,0,WTBA,2016-10-27
40873,1,EQT,2016-10-27
40874,0,MCBC,2016-10-27
40875,0,AYI,2016-10-27
40876,1,MERC,2016-10-27
40877,0,AZPN,2016-10-27
40878,1,TXT,2016-10-27
40879,0,FISV,2016-10-27
40880,-1,VRSN,2016-10-27
40881,-1,LOGI,2016-10-27
40882,0,UNM,2016-10-27
40883,-1,YRCW,2016-10-27
40884,1,MAT,2016-10-27
40885,1,CRUS,2016-10-27
40886,0,DOW,2016-10-27
40887,1,UFPI,2016-10-27
40888,1,TUES,2016-10-27
40889,-1,LITE,2016-10-27
40890,0,PSMT,2016-10-27
40891,0,CSGP,2016-10-27
40892,1,ALDR,2016-10-27
40893,-1,LLNW,2016-10-27
40894,0,MCK,2016-10-27
40895,0,DPS,2016-10-27
40896,0,TROW,2016-10-27
40897,1,TRS,2016-10-27
40898,1,ECHO,2016-10-27
40899,1,CDNA,2016-10-27
40900,0,EXLS,2016-10-27
40901,-1,PPC,2016-10-27
40902,-1,CDNA,2016-10-27
40903,0,FLS,2016-10-27
40904,0,UTX,2016-10-27
40905,0,ERIE,2016-10-27
40906,0,UBOH,2016-10-27
40907,1,GLW,2016-10-27
40908,-1,GRPN,2016-10-27
40909,-1,SGMO,2016-10-27
40910,1,IRDM,2016-10-27
40911,0,IDCC,2016-10-27
40912,0,SYF,2016-10-27
40913,0,PX,2016-10-27
40914,0,CMS,2016-10-27
40915,0,ESCA,2016-10-27
40916,0,AMT,2016-10-27
40917,-1,CVLT,2016-10-27
40918,1,BOOM,2016-10-27
40919,0,CL,2016-10-27
40920,0,ALLE,2016-10-27
40921,-1,SNMX,2016-10-27
40922,0,AET,2016-10-27
40923,-1,CDNA,2016-10-27
40924,0,BMY,2016-10-27
40925,0,KO,2016-10-27
40926,0,BOFI,2016-10-27
40927,0,CMS,2016-10-27
40928,-1,ASPS,2016-10-27
40929,-1,SGEN,2016-10-27
40930,0,SIGI,2016-10-27
40931,-1,CEMP,2016-10-27
40932,0,SIRI,2016-10-27
40933,0,IBTX,2016-10-27
40934,-1,MDCO,2016-10-27
40935,1,QSII,2016-10-27
40936,0,BWA,2016-10-27
40937,0,DFS,2016-10-27
40938,1,FTI,2016-10-27
40939,0,CELG,2016-10-27
40940,0,LLL,2016-10-27
40941,1,ULBI,2016-10-27
40942,-1,LMT,2016-10-27
40943,-1,STRA,2016-10-27
40944,-1,HEES,2016-10-27
40945,0,CHDN,2016-10-27
40946,0,ECHO,2016-10-27
40947,1,TTS,2016-10-27
40948,0,MO,2016-10-27
40949,0,RTN,2016-10-27
40950,-1,UTHR,2016-10-27
40951,-1,XLNX,2016-10-27
40952,1,SGC,2016-10-27
40953,0,EFX,2016-10-27
40954,0,LOGM,2016-10-28
40955,1,CNMD,2016-10-28
40956,-1,JBHT,2016-10-28
40957,0,CA,2016-10-28
40958,-1,CTG,2016-10-28
40959,1,AMZN,2016-10-28
40960,0,MORN,2016-10-28
40961,-1,KIM,2016-10-28
40962,1,RCL,2016-10-28
40963,0,EXPE,2016-10-28
40964,0,XEL,2016-10-28
40965,0,AMGN,2016-10-28
40966,-1,BWLD,2016-10-28
40967,1,LH,2016-10-28
40968,0,COBZ,2016-10-28
40969,0,GPC,2016-10-28
40970,1,WMAR,2016-10-28
40971,-1,RUTH,2016-10-28
40972,0,PSX,2016-10-28
40973,0,GT,2016-10-28
40974,1,LSTR,2016-10-28
40975,1,LPNT,2016-10-28
40976,0,MMC,2016-10-28
40977,1,IIIN,2016-10-28
40978,0,ACN,2016-10-28
40979,1,QDEL,2016-10-28
40980,-1,RCII,2016-10-28
40981,0,AJG,2016-10-28
40982,-1,USAP,2016-10-28
40983,0,SBSI,2016-10-28
40984,-1,AN,2016-10-28
40985,1,ATRC,2016-10-28
40986,-1,SONS,2016-10-28
40987,0,CFNB,2016-10-28
40988,-1,ARII,2016-10-28
40989,1,SPSC,2016-10-28
40990,1,HBI,2016-10-28
40991,0,MKTX,2016-10-28
40992,0,MA,2016-10-28
40993,0,SWK,2016-10-28
40994,-1,MU,2016-10-28
40995,-1,COHU,2016-10-28
40996,0,HSY,2016-10-28
40997,1,RCKY,2016-10-28
40998,0,RSG,2016-10-28
40999,0,HAL,2016-10-28
41000,1,POOL,2016-10-28
41001,-1,AMSF,2016-10-28
41002,0,FBIZ,2016-10-28
41003,1,NOV,2016-10-28
41004,1,HUBG,2016-10-28
41005,1,TREE,2016-10-28
41006,-1,JBLU,2016-10-28
41007,1,EW,2016-10-28
41008,0,CMCO,2016-10-28
41009,-1,NANO,2016-10-28
41010,1,AVHI,2016-10-28
41011,1,HSON,2016-10-28
41012,0,LLY,2016-10-28
41013,0,AIV,2016-10-28
41014,1,EEFT,2016-10-28
41015,0,AUBN,2016-10-28
41016,-1,VICR,2016-10-28
41017,-1,COG,2016-10-28
41018,0,VTR,2016-10-28
41019,0,ITW,2016-10-28
41020,1,STX,2016-10-28
41021,-1,RMBS,2016-10-28
41022,0,SYK,2016-10-28
41023,0,HCSG,2016-10-28
41024,1,IART,2016-10-28
41025,0,MAA,2016-10-28
41026,0,LANC,2016-10-31
41027,1,BSFT,2016-10-31
41028,-1,OSIS,2016-10-31
41029,-1,LUV,2016-10-31
41030,-1,BJRI,2016-10-31
41031,-1,VRTX,2016-10-31
41032,1,INCR,2016-10-31
41033,1,MCEP,2016-10-31
41034,-1,FLEX,2016-10-31
41035,-1,SCSS,2016-10-31
41036,0,TSC,2016-10-31
41037,0,AEIS,2016-10-31
41038,-1,SEE,2016-10-31
41039,0,USLM,2016-10-31
41040,-1,OFIX,2016-10-31
41041,-1,SONC,2016-10-31
41042,0,NATI,2016-10-31
41043,0,FCNCA,2016-10-31
41044,-1,IPHS,2016-10-31
41045,1,PTEN,2016-10-31
41046,0,APC,2016-10-31
41047,0,ESS,2016-10-31
41048,0,VNO,2016-10-31
41049,1,DRAD,2016-10-31
41050,0,INTC,2016-10-31
41051,1,TYPE,2016-10-31
41052,0,CBF,2016-10-31
41053,0,BOKF,2016-10-31
41054,0,WMB,2016-10-31
41055,0,PEG,2016-10-31
41056,-1,CPSS,2016-10-31
41057,1,NSIT,2016-10-31
41058,-1,COWN,2016-10-31
41059,0,SFST,2016-10-31
41060,-1,RSYS,2016-10-31
41061,0,GOOD,2016-10-31
41062,0,C,2016-10-31
41063,0,L,2016-10-31
41064,0,WSBF,2016-10-31
41065,0,GBCI,2016-10-31
41066,1,ECOL,2016-10-31
41067,-1,MGI,2016-10-31
41068,-1,HUBG,2016-10-31
41069,1,CGNX,2016-10-31
41070,0,STRL,2016-10-31
41071,1,MPC,2016-10-31
41072,0,AFH,2016-10-31
41073,1,MRLN,2016-10-31
41074,1,CONE,2016-10-31
41075,1,MOS,2016-11-01
41076,0,JPM,2016-11-01
41077,-1,HURN,2016-11-01
41078,-1,TNDM,2016-11-01
41079,0,PPL,2016-11-01
41080,0,PH,2016-11-01
41081,-1,MGRC,2016-11-01
41082,-1,EFII,2016-11-01
41083,1,IDXX,2016-11-01
41084,0,BAC,2016-11-01
41085,-1,INFN,2016-11-01
41086,1,QTNT,2016-11-01
41087,-1,PRTS,2016-11-01
41088,1,SPNC,2016-11-01
41089,1,WLB,2016-11-01
41090,-1,HRZN,2016-11-01
41091,0,UMBF,2016-11-01
41092,-1,PFPT,2016-11-01
41093,-1,LMNX,2016-11-01
41094,0,TAP,2016-11-01
41095,0,PPL,2016-11-01
41096,-1,DXCM,2016-11-01
41097,-1,FIVN,2016-11-01
41098,0,SFBS,2016-11-01
41099,0,LYB,2016-11-01
41100,-1,KONA,2016-11-01
41101,-1,MSEX,2016-11-01
41102,-1,NI,2016-11-01
41103,-1,HCP,2016-11-01
41104,0,OXY,2016-11-01
41105,0,CBAN,2016-11-01
41106,-1,WERN,2016-11-01
41107,1,OMED,2016-11-01
41108,0,NEE,2016-11-01
41109,0,MMM,2016-11-01
41110,-1,POWI,2016-11-01
41111,1,FELE,2016-11-01
41112,1,AVY,2016-11-01
41113,-1,DRRX,2016-11-01
41114,0,SYKE,2016-11-01
41115,0,AIZ,2016-11-01
41116,1,ARAY,2016-11-01
41117,-1,ETN,2016-11-01
41118,-1,INCY,2016-11-01
41119,1,COP,2016-11-01
41120,0,WU,2016-11-01
41121,-1,CCI,2016-11-01
41122,0,EIX,2016-11-01
41123,-1,EDGE,2016-11-01
41124,0,CMA,2016-11-01
41125,-1,OXFD,2016-11-01
41126,0,XYL,2016-11-01
41127,-1,ALGT,2016-11-01
41128,0,PETS,2016-11-01
41129,0,DISCA,2016-11-01
41130,1,NFX,2016-11-01
41131,-1,IRM,2016-11-01
41132,0,CACC,2016-11-01
41133,-1,LNTH,2016-11-01
41134,-1,VECO,2016-11-01
41135,0,CMI,2016-11-01
41136,0,ADM,2016-11-01
41137,-1,RIGL,2016-11-01
41138,-1,ANIK,2016-11-01
41139,-1,RAIL,2016-11-01
41140,-1,UCTT,2016-11-01
41141,0,VRSK,2016-11-01
41142,0,ICE,2016-11-01
41143,0,LKQ,2016-11-01
41144,-1,PZZA,2016-11-01
41145,1,NTCT,2016-11-01
41146,-1,NTLA,2016-11-01
41147,-1,EXTR,2016-11-02
41148,-1,ZAGG,2016-11-02
41149,-1,IMMU,2016-11-02
41150,-1,NTRI,2016-11-02
41151,0,ALL,2016-11-02
41152,1,MVIS,2016-11-02
41153,1,CLCT,2016-11-02
41154,-1,RGLS,2016-11-02
41155,1,FRSH,2016-11-02
41156,-1,JBSS,2016-11-02
41157,-1,ADRO,2016-11-02
41158,0,OKE,2016-11-02
41159,-1,PICO,2016-11-02
41160,0,CLX,2016-11-02
41161,-1,MLM,2016-11-02
41162,-1,IVAC,2016-11-02
41163,1,MGPI,2016-11-02
41164,-1,GAIN,2016-11-02
41165,-1,MRTN,2016-11-02
41166,-1,BGFV,2016-11-02
41167,-1,BLUE,2016-11-02
41168,0,ICFI,2016-11-02
41169,-1,LOXO,2016-11-02
41170,0,ARCC,2016-11-02
41171,-1,IPGP,2016-11-02
41172,-1,TSLA,2016-11-02
41173,-1,NBL,2016-11-02
41174,0,HCN,2016-11-02
41175,0,AWK,2016-11-02
41176,-1,CBPO,2016-11-02
41177,0,UFCS,2016-11-02
41178,-1,MGNX,2016-11-02
41179,-1,ALKS,2016-11-02
41180,1,CAH,2016-11-02
41181,1,HSTM,2016-11-02
41182,1,WING,2016-11-02
41183,1,LOPE,2016-11-02
41184,-1,SABR,2016-11-02
41185,0,GE,2016-11-02
41186,-1,CBPO,2016-11-02
41187,1,HDNG,2016-11-02
41188,1,MYRG,2016-11-02
41189,1,ODP,2016-11-02
41190,0,CWBC,2016-11-02
41191,-1,KTWO,2016-11-02
41192,-1,FMI,2016-11-02
41193,0,CHMG,2016-11-02
41194,1,MAC,2016-11-02
41195,0,HAS,2016-11-02
41196,0,CASS,2016-11-02
41197,-1,MBUU,2016-11-02
41198,1,ORBC,2016-11-02
41199,-1,ENPH,2016-11-02
41200,1,OCRX,2016-11-02
41201,-1,BBRG,2016-11-02
41202,1,TSO,2016-11-02
41203,1,ENSG,2016-11-02
41204,1,RIG,2016-11-02
41205,-1,FLKS,2016-11-02
41206,-1,NVCR,2016-11-02
41207,0,AEP,2016-11-02
41208,0,STBA,2016-11-02
41209,0,TWX,2016-11-02
41210,0,SLRC,2016-11-02
41211,-1,NBIX,2016-11-02
41212,-1,CBPO,2016-11-02
41213,0,NWPX,2016-11-02
41214,-1,HST,2016-11-02
41215,0,BKEP,2016-11-02
41216,1,KTOS,2016-11-02
41217,0,EL,2016-11-02
41218,0,PXD,2016-11-02
41219,-1,FIS,2016-11-02
41220,0,AMP,2016-11-02
41221,1,EGHT,2016-11-02
41222,0,DNKN,2016-11-02
41223,0,WIRE,2016-11-02
41224,-1,Z,2016-11-02
41225,0,PBPB,2016-11-02
41226,0,DNB,2016-11-02
41227,-1,BLMN,2016-11-02
41228,-1,CBPO,2016-11-02
41229,1,CERN,2016-11-02
41230,-1,BLUE,2016-11-02
41231,-1,KEYW,2016-11-02
41232,1,LGCY,2016-11-02
41233,-1,CBPO,2016-11-02
41234,0,CAT,2016-11-02
41235,0,HSIC,2016-11-02
41236,1,KFRC,2016-11-02
41237,1,FBHS,2016-11-02
41238,-1,CBPO,2016-11-02
41239,1,MXWL,2016-11-02
41240,1,FOXF,2016-11-02
41241,-1,PRMW,2016-11-02
41242,0,DLPH,2016-11-02
41243,0,MS,2016-11-02
41244,1,CBPO,2016-11-02
41245,0,KCAP,2016-11-02
41246,1,MUR,2016-11-02
41247,1,CTRE,2016-11-02
41248,0,ALK,2016-11-02
41249,1,FRT,2016-11-02
41250,1,SBRA,2016-11-02
41251,1,BREW,2016-11-02
41252,1,EQR,2016-11-02
41253,1,PEGA,2016-11-02
41254,-1,QCOM,2016-11-02
41255,1,BCOV,2016-11-02
41256,1,AMSC,2016-11-02
41257,-1,CBPO,2016-11-02
41258,-1,GLDD,2016-11-02
41259,-1,GIFI,2016-11-02
41260,1,HWKN,2016-11-02
41261,1,SUNS,2016-11-02
41262,1,NWS,2016-11-02
41263,1,ACHC,2016-11-02
41264,1,DVN,2016-11-02
41265,0,WABC,2016-11-02
41266,-1,PCRX,2016-11-02
41267,0,MYGN,2016-11-02
41268,1,CHEF,2016-11-02
41269,-1,MASI,2016-11-02
41270,0,SRE,2016-11-02
41271,-1,ACRX,2016-11-02
41272,-1,XNCR,2016-11-02
41273,-1,ANGI,2016-11-02
41274,-1,VMC,2016-11-02
41275,-1,IMI,2016-11-02
41276,-1,DVA,2016-11-02
41277,-1,HRS,2016-11-02
41278,0,AMOT,2016-11-02
41279,-1,CBPO,2016-11-02
41280,-1,PRTA,2016-11-02
41281,1,FNGN,2016-11-03
41282,-1,CHUY,2016-11-03
41283,1,CHK,2016-11-03
41284,1,MRO,2016-11-03
41285,-1,ONVO,2016-11-03
41286,-1,CVX,2016-11-03
41287,-1,ZTS,2016-11-03
41288,-1,CCOI,2016-11-03
41289,1,XEC,2016-11-03
41290,-1,NMIH,2016-11-03
41291,1,TZOO,2016-11-03
41292,-1,ALNY,2016-11-03
41293,-1,CF,2016-11-03
41294,-1,CCNE,2016-11-03
41295,0,IBCP,2016-11-03
41296,1,VNDA,2016-11-03
41297,-1,DXYN,2016-11-03
