,actions,assets,dates
10652,-1,INFI,2011-11-08
10653,1,CFFI,2011-11-08
10654,-1,MNTA,2011-11-08
10655,-1,NVAX,2011-11-08
10656,1,EFSC,2011-11-08
10657,-1,MSFG,2011-11-08
10658,1,EXLS,2011-11-08
10659,1,SBSI,2011-11-08
10660,-1,ECOL,2011-11-08
10661,1,HMNF,2011-11-08
10662,1,EPAY,2011-11-08
10663,-1,SRPT,2011-11-08
10664,0,CIZN,2011-11-08
10665,1,USAT,2011-11-08
10666,-1,HALO,2011-11-08
10667,0,CHCO,2011-11-08
10668,-1,SPSC,2011-11-08
10669,-1,ATRO,2011-11-08
10670,0,AEE,2011-11-08
10671,1,FELE,2011-11-08
10672,1,SPAR,2011-11-08
10673,-1,SYPR,2011-11-08
10674,1,CLNE,2011-11-08
10675,-1,CTWS,2011-11-08
10676,0,BSX,2011-11-08
10677,1,UVSP,2011-11-08
10678,-1,CBOE,2011-11-08
10679,1,APEI,2011-11-08
10680,-1,UNAM,2011-11-08
10681,0,IFF,2011-11-08
10682,0,IPHS,2011-11-08
10683,1,SASR,2011-11-08
10684,-1,OZRK,2011-11-08
10685,-1,USAP,2011-11-08
10686,-1,ARAY,2011-11-08
10687,0,TMK,2011-11-08
10688,0,DUK,2011-11-08
10689,0,LUV,2011-11-08
10690,-1,ZBRA,2011-11-08
10691,0,SAFT,2011-11-08
10692,-1,MHLD,2011-11-08
10693,1,AGII,2011-11-08
10694,1,TESO,2011-11-08
10695,-1,UCBI,2011-11-08
10696,-1,CSII,2011-11-08
10697,-1,BLKB,2011-11-08
10698,0,DGAS,2011-11-08
10699,-1,EHTH,2011-11-08
10700,0,DUK,2011-11-08
10701,-1,FFBC,2011-11-08
10702,0,HTLD,2011-11-08
10703,-1,PATK,2011-11-08
10704,-1,ACRX,2011-11-08
10705,-1,FARM,2011-11-08
10706,0,BK,2011-11-08
10707,0,AROW,2011-11-08
10708,1,MBWM,2011-11-08
10709,-1,ATVI,2011-11-09
10710,-1,SGYP,2011-11-09
10711,1,EGLE,2011-11-09
10712,-1,CECO,2011-11-09
10713,1,CBG,2011-11-09
10714,1,ABCO,2011-11-09
10715,-1,NICK,2011-11-09
10716,-1,CCNE,2011-11-09
10717,-1,PGNX,2011-11-09
10718,-1,ACAD,2011-11-09
10719,1,HBIO,2011-11-09
10720,1,SNBC,2011-11-09
10721,-1,GM,2011-11-09
10722,-1,FULT,2011-11-09
10723,-1,GNVC,2011-11-09
10724,-1,BMTC,2011-11-09
10725,1,K,2011-11-09
10726,-1,LBAI,2011-11-09
10727,1,CVCO,2011-11-09
10728,1,PDLI,2011-11-09
10729,-1,OSUR,2011-11-09
10730,1,BFIN,2011-11-09
10731,-1,CME,2011-11-09
10732,-1,RGEN,2011-11-09
10733,-1,LCUT,2011-11-09
10734,0,NUE,2011-11-09
10735,-1,MDCO,2011-11-09
10736,-1,GABC,2011-11-09
10737,-1,ORBC,2011-11-09
10738,-1,AFAM,2011-11-09
10739,0,CHRW,2011-11-09
10740,1,PCTI,2011-11-09
10741,-1,VSAT,2011-11-09
10742,-1,BSRR,2011-11-09
10743,1,HLIT,2011-11-09
10744,0,RL,2011-11-09
10745,0,PVTB,2011-11-09
10746,-1,PCTI,2011-11-09
10747,0,NFBK,2011-11-09
10748,1,EBSB,2011-11-09
10749,-1,BPOP,2011-11-09
10750,1,STKL,2011-11-09
10751,0,IBKC,2011-11-09
10752,-1,YRCW,2011-11-09
10753,-1,PDFS,2011-11-09
10754,0,GGP,2011-11-09
10755,1,HALL,2011-11-09
10756,1,PCTI,2011-11-09
10757,-1,SCMP,2011-11-09
10758,-1,JAKK,2011-11-09
10759,1,WYNN,2011-11-09
10760,1,PH,2011-11-09
10761,0,BRKL,2011-11-09
10762,-1,NBTB,2011-11-09
10763,-1,WSFS,2011-11-09
10764,-1,XOMA,2011-11-09
10765,-1,DSPG,2011-11-09
10766,1,AMRI,2011-11-09
10767,-1,ATNI,2011-11-09
10768,-1,CWCO,2011-11-09
10769,-1,PEGA,2011-11-09
10770,0,EWBC,2011-11-09
10771,1,NANO,2011-11-09
10772,-1,CEVA,2011-11-09
10773,-1,PRTS,2011-11-09
10774,1,HWCC,2011-11-09
10775,0,ZION,2011-11-09
10776,0,AMNB,2011-11-09
10777,-1,HMSY,2011-11-09
10778,-1,QUIK,2011-11-09
10779,-1,FISI,2011-11-09
10780,-1,PSDV,2011-11-09
10781,-1,DCTH,2011-11-09
10782,-1,TBBK,2011-11-09
10783,-1,TTGT,2011-11-09
10784,1,SHOO,2011-11-09
10785,0,CTBI,2011-11-09
10786,0,CVBF,2011-11-09
10787,0,HDNG,2011-11-09
10788,0,THFF,2011-11-09
10789,0,STFC,2011-11-09
10790,-1,AKAM,2011-11-09
10791,-1,MSON,2011-11-09
10792,0,PGC,2011-11-09
10793,0,PFIS,2011-11-09
10794,0,BBT,2011-11-09
10795,0,WTFC,2011-11-09
10796,1,SVVC,2011-11-09
10797,0,UNTY,2011-11-09
10798,0,ABCB,2011-11-09
10799,-1,ANDE,2011-11-09
10800,-1,INTX,2011-11-09
10801,0,KRNY,2011-11-09
10802,1,ORIT,2011-11-09
10803,0,FFIC,2011-11-09
10804,1,BRKR,2011-11-09
10805,-1,MGPI,2011-11-09
10806,-1,PEBK,2011-11-09
10807,1,ESIO,2011-11-09
10808,-1,CHK,2011-11-09
10809,0,GS,2011-11-09
10810,-1,PWOD,2011-11-09
10811,-1,MOSY,2011-11-09
10812,-1,WBMD,2011-11-09
10813,1,INSM,2011-11-09
10814,-1,PSEC,2011-11-09
10815,-1,CPSI,2011-11-09
10816,0,SLGN,2011-11-09
10817,0,UG,2011-11-09
10818,0,ASTE,2011-11-09
10819,-1,ABAX,2011-11-09
10820,-1,OVBC,2011-11-09
10821,1,IBCP,2011-11-09
10822,-1,BBSI,2011-11-09
10823,1,GBLI,2011-11-09
10824,-1,FRME,2011-11-09
10825,1,AGYS,2011-11-09
10826,-1,AMSC,2011-11-09
10827,-1,SHBI,2011-11-09
10828,-1,INWK,2011-11-09
10829,-1,IDTI,2011-11-09
10830,-1,GAIA,2011-11-09
10831,0,MTB,2011-11-09
10832,0,WOOF,2011-11-09
10833,-1,RNST,2011-11-09
10834,-1,WEN,2011-11-09
10835,0,WAYN,2011-11-09
10836,1,BSTC,2011-11-09
10837,-1,NXST,2011-11-09
10838,0,OTTR,2011-11-09
10839,1,OSBC,2011-11-09
10840,1,SNHY,2011-11-09
10841,-1,SHOR,2011-11-09
10842,-1,CCBG,2011-11-09
10843,0,HBCP,2011-11-09
10844,-1,DIOD,2011-11-09
10845,-1,PRXL,2011-11-09
10846,-1,ATLC,2011-11-09
10847,-1,CZFC,2011-11-09
10848,-1,KCAP,2011-11-09
10849,0,FNLC,2011-11-09
10850,-1,OPK,2011-11-09
10851,1,ISBC,2011-11-09
10852,-1,CYBE,2011-11-09
10853,0,TECH,2011-11-09
10854,1,CENX,2011-11-09
10855,0,FMBH,2011-11-09
10856,-1,TICC,2011-11-09
10857,-1,ULTI,2011-11-09
10858,1,GSM,2011-11-09
10859,-1,ARNA,2011-11-09
10860,1,VLO,2011-11-09
10861,-1,MRTN,2011-11-09
10862,-1,HRZN,2011-11-09
10863,0,SNI,2011-11-09
10864,-1,FIBK,2011-11-09
10865,-1,ANIP,2011-11-09
10866,1,LORL,2011-11-09
10867,-1,TWIN,2011-11-09
10868,-1,NWLI,2011-11-09
10869,-1,RBPAA,2011-11-09
10870,-1,LKFN,2011-11-09
10871,1,MPC,2011-11-09
10872,0,SEE,2011-11-09
10873,1,BNCN,2011-11-09
10874,0,DCOM,2011-11-09
10875,-1,HCA,2011-11-09
10876,0,COH,2011-11-09
10877,0,BANR,2011-11-09
10878,-1,MINI,2011-11-09
10879,1,NSSC,2011-11-09
10880,-1,FCNCA,2011-11-09
10881,-1,EBTC,2011-11-09
10882,0,SRCL,2011-11-09
10883,-1,AMD,2011-11-09
10884,1,FSTR,2011-11-09
10885,0,BWINB,2011-11-09
10886,1,BBOX,2011-11-09
10887,0,AFSI,2011-11-09
10888,-1,SCLN,2011-11-09
10889,0,SONA,2011-11-09
10890,-1,PKOH,2011-11-09
10891,1,AMRS,2011-11-09
10892,0,PROV,2011-11-09
10893,0,HAIN,2011-11-09
10894,-1,ALSK,2011-11-09
10895,-1,AIQ,2011-11-09
10896,1,WVFC,2011-11-09
10897,0,SIFI,2011-11-09
10898,-1,SFNC,2011-11-09
10899,-1,BEAT,2011-11-09
10900,-1,HTLF,2011-11-09
10901,1,EBIX,2011-11-09
10902,0,PBCT,2011-11-09
10903,-1,LLNW,2011-11-09
10904,1,CAR,2011-11-09
10905,-1,SSYS,2011-11-09
10906,-1,PSMT,2011-11-09
10907,1,LHCG,2011-11-09
10908,-1,STMP,2011-11-09
10909,-1,IPAR,2011-11-09
10910,-1,DXYN,2011-11-09
10911,-1,IRWD,2011-11-09
10912,0,ES,2011-11-09
10913,1,BIOS,2011-11-09
10914,-1,MDRX,2011-11-09
10915,-1,PICO,2011-11-09
10916,1,SHEN,2011-11-09
10917,-1,OCFC,2011-11-09
10918,0,SLG,2011-11-09
10919,0,FITB,2011-11-09
10920,0,BLK,2011-11-09
10921,1,PLUG,2011-11-09
10922,-1,FBNC,2011-11-09
10923,0,WLFC,2011-11-09
10924,-1,PNK,2011-11-09
10925,1,AVNW,2011-11-09
10926,1,LABL,2011-11-09
10927,0,RVSB,2011-11-10
10928,-1,SPWR,2011-11-10
10929,-1,NMRX,2011-11-10
10930,-1,NEWT,2011-11-10
10931,0,PNBK,2011-11-10
10932,-1,MS,2011-11-10
10933,1,FOSL,2011-11-10
10934,-1,WIFI,2011-11-10
10935,0,ASBB,2011-11-10
10936,-1,RNET,2011-11-10
10937,1,OCLR,2011-11-10
10938,-1,OCRX,2011-11-10
10939,-1,JMBA,2011-11-10
10940,1,STRT,2011-11-10
10941,1,FLWS,2011-11-10
10942,-1,TILE,2011-11-10
10943,-1,FBHS,2011-11-10
10944,-1,ZGNX,2011-11-10
10945,-1,AMOT,2011-11-10
10946,-1,CARB,2011-11-10
10947,-1,AVID,2011-11-10
10948,0,FNBG,2011-11-10
10949,-1,AMCX,2011-11-10
10950,1,CWBC,2011-11-10
10951,-1,AVID,2011-11-10
10952,-1,LARK,2011-11-10
10953,0,PFE,2011-11-10
10954,-1,ASRV,2011-11-10
10955,1,BLKB,2011-11-10
10956,1,KONA,2011-11-10
10957,-1,GPIC,2011-11-10
10958,-1,WLDN,2011-11-10
10959,0,VFC,2011-11-10
10960,1,IIIN,2011-11-10
10961,-1,BSQR,2011-11-10
10962,-1,MFSF,2011-11-10
10963,0,VIA,2011-11-10
10964,0,IPCC,2011-11-10
10965,1,JCS,2011-11-10
10966,1,HTBK,2011-11-10
10967,1,RPXC,2011-11-10
10968,-1,MATR,2011-11-10
10969,1,PPBI,2011-11-10
10970,-1,CBAN,2011-11-10
10971,0,TRCB,2011-11-10
10972,-1,DAVE,2011-11-10
10973,-1,CECE,2011-11-10
10974,1,ROLL,2011-11-10
10975,1,MIDD,2011-11-10
10976,-1,ANCB,2011-11-10
10977,0,AROW,2011-11-10
10978,1,PRMW,2011-11-10
10979,-1,NYNY,2011-11-10
10980,-1,PTC,2011-11-10
10981,0,HFBC,2011-11-10
10982,-1,EXTR,2011-11-10
10983,1,CVLY,2011-11-14
10984,-1,GNMK,2011-11-14
10985,-1,MNOV,2011-11-14
10986,-1,SREV,2011-11-14
10987,0,LMAT,2011-11-14
10988,-1,COKE,2011-11-14
10989,1,SNFCA,2011-11-14
10990,-1,KNDI,2011-11-14
10991,-1,ECYT,2011-11-14
10992,-1,CUI,2011-11-14
10993,1,GFN,2011-11-14
10994,1,KTCC,2011-11-14
10995,-1,PFIN,2011-11-14
10996,0,CHMG,2011-11-14
10997,-1,IDSY,2011-11-14
10998,-1,PYDS,2011-11-14
10999,0,CHSCP,2011-11-14
11000,-1,UBNT,2011-11-14
11001,-1,ACHC,2011-11-14
11002,1,KFFB,2011-11-14
11003,-1,PTX,2011-11-14
11004,-1,TCBK,2011-11-14
11005,1,FBMS,2011-11-14
11006,-1,OHGI,2011-11-14
11007,-1,TREE,2011-11-14
11008,-1,SHBI,2011-11-14
11009,0,MON,2011-11-14
11010,0,CTHR,2011-11-14
11011,0,MPB,2011-11-14
11012,-1,IIN,2011-11-14
11013,1,CXDC,2011-11-14
11014,0,AAME,2011-11-14
11015,0,MON,2011-11-14
11016,1,PACB,2011-11-14
11017,1,ACFC,2011-11-14
11018,-1,PSTB,2011-11-14
11019,0,EBMT,2011-11-14
11020,-1,LOPE,2011-11-14
11021,1,ROK,2011-11-14
11022,-1,LWAY,2011-11-14
11023,1,LOPE,2011-11-14
11024,-1,GFED,2011-11-14
11025,-1,LOPE,2011-11-14
11026,-1,CYCC,2011-11-14
11027,0,MON,2011-11-14
11028,-1,MLAB,2011-11-14
11029,0,STRS,2011-11-14
11030,-1,KNDI,2011-11-14
11031,-1,GLAD,2011-11-14
11032,-1,CFNB,2011-11-14
11033,0,HBNC,2011-11-14
11034,1,UCBA,2011-11-14
11035,-1,TGTX,2011-11-14
11036,0,CHMG,2011-11-14
11037,-1,FNHC,2011-11-14
11038,1,CPSS,2011-11-14
11039,-1,PGLC,2011-11-14
11040,1,TACT,2011-11-14
11041,0,MTGE,2011-11-14
11042,0,AUBN,2011-11-14
11043,1,LION,2011-11-14
11044,-1,NVIV,2011-11-14
11045,-1,MBTF,2011-11-14
11046,0,MON,2011-11-14
11047,-1,SAEX,2011-11-14
11048,-1,TSLA,2011-11-14
11049,1,HCOM,2011-11-14
11050,0,ANCX,2011-11-14
11051,0,UCFC,2011-11-14
11052,0,LSBK,2011-11-14
11053,-1,AVHI,2011-11-14
11054,0,UNB,2011-11-14
11055,-1,NBN,2011-11-14
11056,-1,FRBK,2011-11-14
11057,-1,BREW,2011-11-14
11058,1,PRCP,2011-11-14
11059,-1,SMTX,2011-11-14
11060,1,EVBS,2011-11-14
11061,-1,CSOD,2011-11-14
11062,-1,ITIC,2011-11-14
11063,1,PFBI,2011-11-14
11064,-1,CSII,2011-11-14
11065,-1,HZNP,2011-11-14
11066,-1,GLUU,2011-11-14
11067,1,XBKS,2011-11-14
11068,0,MON,2011-11-14
11069,1,NSEC,2011-11-14
11070,0,FCCY,2011-11-14
11071,1,BVSN,2011-11-14
11072,-1,CIDM,2011-11-14
11073,1,SSNC,2011-11-14
11074,-1,LOPE,2011-11-14
11075,-1,MSBF,2011-11-14
11076,-1,TLF,2011-11-14
11077,-1,CVTI,2011-11-14
11078,-1,NAII,2011-11-14
11079,-1,TAST,2011-11-14
11080,0,FBNK,2011-11-14
11081,0,SBBX,2011-11-14
11082,1,SSNC,2011-11-14
11083,-1,FLDM,2011-11-14
11084,1,SPLS,2011-11-15
11085,0,BEN,2011-11-15
11086,0,FNBG,2011-11-15
11087,0,PROV,2011-11-15
11088,0,COL,2011-11-15
11089,-1,SYNL,2011-11-15
11090,0,COLB,2011-11-15
11091,1,AVHI,2011-11-16
11092,0,PNNT,2011-11-16
11093,-1,WWD,2011-11-16
11094,-1,AAP,2011-11-16
11095,-1,PFLT,2011-11-17
11096,-1,HPJ,2011-11-17
11097,1,DLTR,2011-11-17
11098,1,ASYS,2011-11-17
11099,0,TTEK,2011-11-17
11100,0,PLXS,2011-11-17
11101,-1,SWKS,2011-11-17
11102,-1,DHI,2011-11-17
11103,-1,PMBC,2011-11-17
11104,1,SHLD,2011-11-17
11105,1,AMAT,2011-11-18
11106,0,V,2011-11-18
11107,0,AMTD,2011-11-18
11108,0,TDG,2011-11-18
11109,1,INTX,2011-11-18
11110,-1,BCBP,2011-11-18
11111,0,PLXS,2011-11-18
11112,0,TEL,2011-11-18
11113,0,FCNCA,2011-11-18
11114,-1,ARTX,2011-11-18
11115,0,WAFD,2011-11-18
11116,1,SHLD,2011-11-18
11117,1,AMRS,2011-11-18
11118,0,SBUX,2011-11-18
11119,-1,ZAGG,2011-11-18
11120,0,XYL,2011-11-21
11121,0,TSN,2011-11-21
11122,-1,JEC,2011-11-21
11123,-1,LBIO,2011-11-21
11124,1,CENT,2011-11-21
11125,1,SIG,2011-11-22
11126,0,ABC,2011-11-22
11127,0,CCMP,2011-11-22
11128,0,FFIV,2011-11-22
11129,0,ADI,2011-11-22
11130,-1,NVDA,2011-11-22
11131,0,APD,2011-11-22
11132,-1,XBKS,2011-11-22
11133,0,EMR,2011-11-22
11134,0,MATW,2011-11-22
11135,-1,CBRL,2011-11-22
11136,1,SANM,2011-11-22
11137,0,CSCO,2011-11-22
11138,-1,FBNK,2011-11-22
11139,-1,JCI,2011-11-22
11140,0,BDX,2011-11-23
11141,-1,UBFO,2011-11-23
11142,1,EZPW,2011-11-23
11143,-1,JACK,2011-11-23
11144,0,TGT,2011-11-23
11145,0,DIS,2011-11-23
11146,-1,HOLX,2011-11-23
11147,0,VAR,2011-11-23
11148,0,PTC,2011-11-23
11149,0,MA,2011-11-23
11150,1,MSCC,2011-11-23
11151,0,HP,2011-11-23
11152,1,IMKTA,2011-12-02
11153,1,MRVL,2011-12-02
11154,-1,DAKT,2011-12-02
11155,-1,GNMK,2011-12-02
11156,1,PLCE,2011-12-02
11157,1,GNMK,2011-12-02
11158,0,ZUMZ,2011-12-02
11159,1,TIF,2011-12-02
11160,-1,AMRS,2011-12-02
11161,1,KSS,2011-12-02
11162,-1,RAVN,2011-12-02
11163,-1,CRMT,2011-12-02
11164,-1,DG,2011-12-05
11165,-1,KRNY,2011-12-05
11166,1,HRB,2011-12-05
11167,-1,NTAP,2011-12-05
11168,-1,ADSK,2011-12-06
11169,-1,JJSF,2011-12-06
11170,0,HIBB,2011-12-06
11171,-1,STRM,2011-12-06
11172,1,CTRN,2011-12-06
11173,-1,AMAT,2011-12-06
11174,-1,ALOT,2011-12-06
11175,1,JWN,2011-12-07
11176,-1,LAKE,2011-12-07
11177,0,FL,2011-12-07
11178,-1,AVAV,2011-12-07
11179,0,GPS,2011-12-07
11180,-1,MDT,2011-12-07
11181,1,BONT,2011-12-07
11182,-1,FRAN,2011-12-07
11183,0,CPB,2011-12-07
11184,-1,LAKE,2011-12-07
11185,1,ROST,2011-12-07
11186,-1,MIND,2011-12-07
11187,1,PERY,2011-12-07
11188,-1,ICUI,2011-12-08
11189,0,FIZZ,2011-12-08
11190,0,KLIC,2011-12-08
11191,1,GBDC,2011-12-08
11192,1,VLGEA,2011-12-08
11193,-1,LAYN,2011-12-08
11194,1,PVH,2011-12-08
11195,-1,FNSR,2011-12-08
11196,1,CASY,2011-12-08
11197,0,ICUI,2011-12-08
11198,0,SCVL,2011-12-08
11199,0,WMT,2011-12-08
11200,0,FRED,2011-12-08
11201,1,SIGM,2011-12-08
11202,1,UNFI,2011-12-08
11203,-1,CHKE,2011-12-08
11204,-1,TIVO,2011-12-08
11205,0,ASNA,2011-12-08
11206,-1,KIRK,2011-12-08
11207,-1,HOFT,2011-12-08
11208,0,PDCO,2011-12-08
11209,0,CMTL,2011-12-08
11210,-1,TWMC,2011-12-09
11211,-1,AMSWA,2011-12-09
11212,1,POWL,2011-12-09
11213,1,VRNT,2011-12-09
11214,1,POWL,2011-12-09
11215,-1,TITN,2011-12-09
11216,1,DWSN,2011-12-09
11217,0,ALOG,2011-12-09
11218,1,KTEC,2011-12-09
11219,0,SJM,2011-12-09
11220,-1,GIII,2011-12-09
11221,-1,LQDT,2011-12-09
11222,0,SMTC,2011-12-09
11223,1,MLNK,2011-12-12
11224,-1,SEAC,2011-12-12
11225,1,OPTT,2011-12-12
11226,1,URBN,2011-12-12
11227,0,TSBK,2011-12-12
11228,-1,POWL,2011-12-12
11229,0,CPRT,2011-12-12
11230,-1,CONN,2011-12-13
11231,0,KEQU,2011-12-13
11232,0,VRA,2011-12-13
11233,1,EEI,2011-12-13
11234,-1,SRDX,2011-12-14
11235,0,ASFI,2011-12-14
11236,-1,RICK,2011-12-14
11237,0,HPQ,2011-12-14
11238,-1,INTL,2011-12-14
11239,1,ISSC,2011-12-14
11240,1,CBAK,2011-12-14
11241,-1,ALCO,2011-12-14
11242,1,HA,2011-12-14
11243,0,DEST,2011-12-14
11244,1,ESSA,2011-12-14
11245,-1,RTK,2011-12-14
11246,1,VIRC,2011-12-15
11247,1,FEIM,2011-12-15
11248,-1,DRAM,2011-12-15
11249,0,AZO,2011-12-15
11250,0,KR,2011-12-15
11251,1,AEY,2011-12-15
11252,1,AVGO,2011-12-16
11253,-1,FDX,2011-12-16
11254,0,COST,2011-12-16
11255,-1,JOUT,2011-12-16
11256,-1,NLNK,2011-12-16
11257,1,NDSN,2011-12-16
11258,0,A,2011-12-16
11259,0,SNPS,2011-12-16
11260,1,NUTR,2011-12-19
11261,1,UBFO,2011-12-19
11262,0,DE,2011-12-19
11263,-1,ARWR,2011-12-20
11264,-1,CASH,2011-12-20
11265,1,KEQU,2011-12-20
11266,0,RGCO,2011-12-20
11267,0,GIS,2011-12-20
11268,0,MLVF,2011-12-20
11269,1,SAFM,2011-12-20
11270,1,BRCD,2011-12-20
11271,0,PAYX,2011-12-20
11272,-1,CASH,2011-12-20
11273,1,ACN,2011-12-20
11274,-1,SHLO,2011-12-21
11275,-1,COHR,2011-12-21
11276,0,HRL,2011-12-21
11277,-1,SGC,2011-12-21
11278,0,CZWI,2011-12-21
11279,-1,CAMP,2011-12-22
11280,0,SAVE,2011-12-22
11281,0,SMRT,2011-12-22
11282,-1,FINL,2011-12-22
11283,-1,SCHL,2011-12-22
11284,0,PBIP,2011-12-23
11285,1,MGYR,2011-12-23
11286,1,ORCL,2011-12-23
11287,-1,MU,2012-01-10
11288,0,MLHR,2012-01-11
11289,0,CHSCP,2012-01-11
11290,0,RELL,2012-01-12
11291,1,EMMS,2012-01-12
11292,-1,RMCF,2012-01-13
11293,1,OHRP,2012-01-13
11294,-1,HURC,2012-01-13
11295,-1,CSPI,2012-01-13
11296,-1,PLAB,2012-01-13
11297,1,WWD,2012-01-24
11298,-1,BJRI,2012-01-24
11299,-1,OSIS,2012-01-25
11300,-1,CA,2012-01-25
11301,-1,URI,2012-01-25
11302,-1,AAPL,2012-01-25
11303,-1,URI,2012-01-25
11304,1,GOOG,2012-01-26
11305,0,DFS,2012-01-26
11306,-1,ADXS,2012-01-26
11307,0,ADBE,2012-01-26
11308,1,SANM,2012-01-26
11309,1,NUTR,2012-01-26
11310,-1,CRUS,2012-01-26
11311,-1,KLAC,2012-01-27
11312,1,WDC,2012-01-27
11313,-1,ZAGG,2012-01-27
11314,0,MKC,2012-01-27
11315,1,CLFD,2012-01-27
11316,0,PG,2012-01-27
11317,-1,ASFI,2012-01-27
11318,0,ISCA,2012-01-27
11319,-1,MSFT,2012-01-27
11320,1,DHI,2012-01-27
11321,-1,ZAGG,2012-01-27
11322,0,APD,2012-01-27
11323,-1,ZAGG,2012-01-27
11324,1,CMCO,2012-01-27
11325,-1,SENEA,2012-01-27
11326,-1,ZAGG,2012-01-27
11327,0,JEC,2012-01-27
11328,1,TEL,2012-01-27
11329,-1,OCLR,2012-01-27
11330,-1,RFIL,2012-01-27
11331,-1,MCK,2012-01-30
11332,0,CCL,2012-01-30
11333,1,IMKTA,2012-01-30
11334,-1,LEN,2012-01-30
11335,0,MXIM,2012-01-30
11336,-1,RTK,2012-01-30
11337,0,SWKS,2012-01-30
11338,-1,TUES,2012-01-30
11339,-1,PRGS,2012-01-30
11340,0,SBUX,2012-01-31
11341,-1,IMGN,2012-01-31
11342,-1,AZPN,2012-01-31
11343,-1,CCUR,2012-01-31
11344,-1,RVSB,2012-01-31
11345,0,SYMC,2012-01-31
11346,-1,STLY,2012-01-31
11347,1,GLAD,2012-01-31
11348,1,LYTS,2012-01-31
11349,0,EBAY,2012-01-31
11350,-1,PETS,2012-01-31
11351,-1,MYGN,2012-02-01
11352,-1,HRS,2012-02-01
11353,0,BEN,2012-02-01
11354,-1,QCOM,2012-02-01
11355,-1,GAIN,2012-02-01
11356,-1,JBSS,2012-02-01
11357,-1,STX,2012-02-01
11358,-1,AMZN,2012-02-01
11359,0,SLB,2012-02-01
11360,-1,UBNT,2012-02-01
11361,0,TRNS,2012-02-02
11362,0,MTSC,2012-02-02
11363,-1,HOLX,2012-02-02
11364,-1,WRLD,2012-02-02
11365,-1,IIIN,2012-02-02
11366,-1,ARRY,2012-02-02
11367,0,VIA,2012-02-02
11368,1,OTEX,2012-02-02
11369,-1,FLEX,2012-02-02
11370,0,BOFI,2012-02-02
11371,1,ALKS,2012-02-02
11372,-1,CENT,2012-02-02
11373,-1,HWKN,2012-02-02
11374,-1,PLXS,2012-02-02
11375,-1,RGLD,2012-02-02
11376,0,MNRO,2012-02-02
11377,1,SYNA,2012-02-03
11378,0,UNP,2012-02-03
11379,-1,BIIB,2012-02-03
11380,-1,LRCX,2012-02-03
11381,0,JCI,2012-02-03
11382,1,TTWO,2012-02-03
11383,-1,TESS,2012-02-03
11384,-1,QSII,2012-02-03
11385,-1,ISSC,2012-02-03
11386,1,JOUT,2012-02-03
11387,1,TROW,2012-02-03
11388,0,NTCT,2012-02-03
11389,-1,FFIV,2012-02-03
11390,-1,KLIC,2012-02-03
11391,-1,GSIT,2012-02-03
11392,0,BSET,2012-02-03
11393,1,VRTU,2012-02-03
11394,1,CVLT,2012-02-03
11395,0,MATW,2012-02-03
11396,0,TSN,2012-02-03
11397,1,NATH,2012-02-03
11398,0,TTEK,2012-02-03
11399,0,CLX,2012-02-06
11400,-1,TNAV,2012-02-06
11401,1,EL,2012-02-06
11402,0,CFFN,2012-02-06
11403,-1,CRVL,2012-02-06
11404,1,GBDC,2012-02-06
11405,-1,SMCI,2012-02-06
11406,0,MCHP,2012-02-06
11407,-1,LOGI,2012-02-06
11408,0,JKHY,2012-02-06
11409,0,ISRG,2012-02-06
11410,0,ADM,2012-02-06
11411,1,ANCB,2012-02-06
11412,-1,RICK,2012-02-07
11413,1,DEST,2012-02-07
11414,0,ADP,2012-02-07
11415,0,NATI,2012-02-07
11416,0,DIS,2012-02-07
11417,1,SWKS,2012-02-07
11418,0,BDX,2012-02-07
11419,-1,XLNX,2012-02-07
11420,1,TECH,2012-02-07
11421,-1,EXTR,2012-02-07
11422,-1,QNST,2012-02-07
11423,-1,FLXS,2012-02-07
11424,0,CAH,2012-02-07
11425,0,WAFD,2012-02-07
11426,0,DGAS,2012-02-07
11427,1,ABC,2012-02-07
11428,1,HP,2012-02-07
11429,0,VAR,2012-02-07
11430,1,EA,2012-02-07
11431,1,SYY,2012-02-07
11432,-1,URI,2012-02-07
11433,1,SCSC,2012-02-07
11434,-1,URI,2012-02-07
11435,0,PRGO,2012-02-07
11436,-1,EPAY,2012-02-07
11437,-1,PLUS,2012-02-07
11438,0,ROK,2012-02-08
11439,0,KSU,2012-02-08
11440,-1,CSWC,2012-02-08
11441,-1,OCLR,2012-02-08
11442,-1,NOC,2012-02-08
11443,-1,MRCY,2012-02-08
11444,1,AMTD,2012-02-08
11445,-1,MSON,2012-02-08
11446,0,BBOX,2012-02-08
11447,-1,AOSL,2012-02-08
11448,-1,FARM,2012-02-08
11449,-1,ICE,2012-02-08
11450,-1,USAT,2012-02-08
11451,0,CCMP,2012-02-08
11452,-1,DWSN,2012-02-08
11453,0,CSBK,2012-02-08
11454,-1,ESIO,2012-02-08
11455,-1,AVNW,2012-02-08
11456,1,INTL,2012-02-08
11457,-1,EZPW,2012-02-08
11458,0,UHAL,2012-02-08
11459,0,FSC,2012-02-08
11460,1,TDG,2012-02-08
11461,0,COHR,2012-02-08
11462,1,GSM,2012-02-08
11463,-1,RICK,2012-02-08
11464,0,AINV,2012-02-08
11465,0,ROLL,2012-02-08
11466,-1,ARAY,2012-02-08
11467,-1,CBAK,2012-02-08
11468,-1,CVCO,2012-02-08
